id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_days(how many days since home is as airbnb),first_reviewed(how many days between first review to last scraped date),last_reviewed(how many days between last review to last scraped date)
13379801,1,1,0.99,1,40,40,1,1,38.89948,-77.01426,Entire loft,Entire home/apt,7,2,3,2.541579244,90,365,90,90,1125,1125,90,1125,1,30,60,90,365,109,13,0,97,9,10,10,10,10,9,0,29,29,0,0,2.11,1837,1551,226
13386896,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.9448,-77.01513,Entire house,Entire home/apt,6,3,3,2.397940009,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1774,1028.445847,337.1802049
13390535,1,0.99,0.97,0,460,460,1,1,38.90068,-77.03372,Entire apartment,Entire home/apt,5,2,3,2.320146286,3,1125,1,5,1125,1125,3,1125,1,23,53,83,358,8,6,0,88,9,10,10,8,10,8,1,27,27,0,0,0.24,2035,1005,230
13410561,1.575428333,0.917160468,1,1,1,1,1,1,38.98411,-77.03732,Entire guest suite,Entire home/apt,2,1,2,1.944482672,2,31,2,2,1125,1125,2,1125,1,0,0,0,0,68,9,0,100,10,10,10,10,10,10,0,1,1,0,0,1.31,2823,1555,231
13412041,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93078,-77.0421,Entire house,Entire home/apt,6,4,4,2.334453751,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,2896,1028.445847,337.1802049
13413787,1,1,0.97,1,2,2,1,1,38.9084,-77.04746,Entire apartment,Entire home/apt,6,2,2,2.439332694,1,29,1,2,29,29,1,29,1,0,27,54,232,206,22,0,97,10,10,10,10,10,10,0,1,1,0,0,4.04,1834,1530,76
13417691,1,0.9,0.98,1,1,1,1,1,38.91535,-77.05861,Entire townhouse,Entire home/apt,3,1,2,1.84509804,2,60,2,5,60,60,2.6,60,1,0,0,0,237,130,16,0,98,10,10,10,10,10,10,0,1,1,0,0,2.46,2822,1583,202
13429892,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.88989,-76.99241,Entire house,Entire home/apt,5,2,2,2.301029996,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1655,1028.445847,337.1802049
13431999,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90711,-77.02889,Private room in apartment,Private room,2,1,1,2,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,1.531997805,2357,1028.445847,337.1802049
13435446,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92378,-77.00159,Private room in house,Private room,2,1,1,1.633468456,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,48,0,0,95,10,10,10,10,9,10,0,1,0,1,0,0.91,2014,1581,955
13444983,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.91653,-77.03076,Entire apartment,Entire home/apt,3,2,2,1.908485019,2,7,2,2,7,7,2,7,1,0,0,0,0,20,0,0,96,10,10,10,10,10,10,0,1,1,0,0,0.38,1598,1592,1481
13452121,1,1,0.5,0,1,1,1,1,38.91386,-77.00759,Entire apartment,Entire home/apt,3,1,2,1.897627091,3,10,3,3,10,10,3,10,1,28,58,88,88,60,2,0,85,9,9,10,9,9,9,0,1,1,0,0,1.21,1598,1491,226
13467737,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91596,-77.03227,Entire apartment,Entire home/apt,2,1,1,2.146128036,3,20,3,3,20,20,3,20,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,1,0,0,1.531997805,1613,1028.445847,337.1802049
13471273,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91418,-77.00866,Entire apartment,Entire home/apt,4,1,2,1.681241237,2,14,2,2,14,14,2,14,1,0,0,0,0,35,0,0,96,10,9,10,10,9,10,0,1,1,0,0,0.67,3021,1574,712
13472775,1.575428333,0.917160468,0.877953436,0,3,3,1,0,38.94417,-77.02374,Private room in house,Private room,1,1,1,1.812913357,1,1125,1,1,1125,1125,1,1125,1,30,60,90,365,43,0,0,97,10,10,10,10,9,10,0,3,0,3,0,0.81,1905,1589,377
13474885,2,1,0.25,0,3,3,1,1,38.88656,-77.00036,Entire house,Entire home/apt,3,1,1,1.954242509,2,28,2,2,28,28,2,28,1,0,0,23,113,51,0,0,96,10,10,10,10,10,10,0,3,3,0,0,0.97,2420,1583,1370
13479465,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.9106,-77.03156,Entire apartment,Entire home/apt,5,2,2,2.117271296,2,5,2,2,5,5,2,5,1,0,0,0,0,4,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.09,1609,1301,930
13487361,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93438,-77.05848,Entire apartment,Entire home/apt,2,1.449906367,1,1.929418926,7,35,7,7,35,35,7,35,1,0,0,0,0,9,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.17,2131,1573,1226
13490001,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.87468,-76.96291,Entire apartment,Entire home/apt,4,1,2,1.707570176,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,8,0,0,90,9,10,10,10,9,9,1,1,1,0,0,0.15,2608,1584,1552
13491888,1,1,0.99,0,14,14,1,1,38.88019,-76.98716,Entire townhouse,Entire home/apt,6,2,3,2.290034611,4,1125,4,5,1125,1125,4,1125,1,22,47,77,352,141,24,2,97,10,10,10,10,10,10,1,3,3,0,0,2.74,3305,1541,19
13492207,1,1,0.99,0,14,14,1,1,38.88084,-76.98808,Entire apartment,Entire home/apt,2,1,1,2.029383778,4,1124,4,5,1125,1125,4.3,1125,1,27,51,70,337,146,10,0,94,10,9,10,10,9,9,1,3,3,0,0,2.83,3305,1546,41
13493075,1.575428333,0.917160468,0,0,3,3,1,1,38.9383,-77.06696,Entire apartment,Entire home/apt,2,1.449906367,1,1.897627091,2,1125,2,2,1125,1125,2,1125,1,0,0,21,21,26,0,0,98,10,10,10,10,9,10,0,3,1,2,0,0.49,1931,1591,1091
13494761,1,1,1,0,2,2,1,1,38.89192,-76.99554,Private room in house,Private room,3,1,1,1.785329835,1,15,1,1,1125,1125,1,1125,1,19,49,79,169,333,60,8,98,10,10,10,10,10,10,0,2,1,1,0,6.32,2753,1580,1
13494833,1,1,0.99,0,14,14,1,1,38.88124,-76.98738,Entire townhouse,Entire home/apt,8,3,3,2.652246341,3,1125,3,5,1125,1125,3.3,1125,1,22,45,64,331,24,2,0,98,10,10,10,10,9,10,1,3,3,0,0,0.47,3305,1521,55
13495619,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93449,-76.96963,Entire house,Entire home/apt,12,3,5,2.176091259,2,7,2,2,7,7,2,7,1,0,0,0,0,3,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.06,1595,1585,1231
13501642,2,0.9,0.62,0,3,3,1,1,38.9115,-77.02983,Entire apartment,Entire home/apt,4,1,2,2.08278537,5,1125,5,5,1125,1125,5,1125,1,0,0,9,174,36,3,0,98,10,10,10,10,10,10,0,3,2,1,0,0.73,3044,1479,45
13504747,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92154,-76.9892,Entire house,Entire home/apt,10,3,3,2.511883361,3,5,3,3,5,5,3,5,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1841,1028.445847,337.1802049
13511181,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92758,-77.02909,Entire apartment,Entire home/apt,6,2,3,2.409933123,2,10,2,2,10,10,2,10,1,0,0,0,0,12,0,0,96,10,10,10,10,10,10,0,1,1,0,0,0.23,2274,1584,1199
13513245,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90909,-77.02026,Private room in apartment,Private room,2,1,1,1.77815125,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,6,0,0,100,10,10,10,10,10,10,0,1,0,1,0,0.11,1594,1573,1104
13524358,1.575428333,0.917160468,1,1,1,1,1,0,38.93448,-77.04405,Private room in townhouse,Private room,2,1,1,1.949390007,1,30,1,1,30,30,1,30,1,0,0,0,0,46,2,0,97,10,10,10,10,10,9,0,1,0,1,0,0.87,1593,1584,361
13527196,1,1,1,0,1,1,1,1,38.91356,-77.01359,Entire townhouse,Entire home/apt,4,1,2,2.260071388,2,28,2,2,28,28,2,28,1,30,57,57,139,37,3,1,99,10,10,10,10,10,10,0,1,1,0,0,0.72,2693,1538,13
13528021,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.91635,-77.02619,Private room in condominium,Private room,2,1,1,2.041392685,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,11,0,0,98,10,10,10,10,10,10,0,2,1,1,0,0.22,2109,1501,1280
13529372,2,1,1,0,1,1,1,1,38.89813,-76.9918,Entire townhouse,Entire home/apt,4,3,2,2.220108088,7,365,7,7,1125,1125,7,1125,1,8,25,25,116,59,0,0,97,10,10,10,10,10,10,1,1,1,0,0,1.28,1706,1384,680
13530889,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.91139,-77.01068,Private room in house,Private room,2,1,1,2,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,7,0,0,100,10,10,10,10,10,10,1,1,0,1,0,0.13,1683,1584,1522
13542720,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.88002,-76.98678,Entire house,Entire home/apt,8,4,6,2.439332694,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,5,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.13,1895,1193,1176
13543016,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.89927,-76.97804,Entire apartment,Entire home/apt,3,1.449906367,1,1.792391689,1,5,1,2,5,5,1,5,1,0,0,0,0,42,0,0,95,10,10,10,10,9,10,0,1,1,0,0,0.8,1592,1582,1283
13556801,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91557,-77.03999,Entire apartment,Entire home/apt,3,1,1,2.037426498,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,15,0,0,97,10,10,10,10,10,10,0,1,1,0,0,0.29,1986,1572,1361
13562498,2,1,0.83,1,1,1,1,0,38.94288,-77.01739,Entire apartment,Entire home/apt,2,1,1,1.84509804,2,1125,2,2,1125,1125,2,1125,1,27,57,87,87,138,13,1,99,10,10,10,10,10,10,0,1,1,0,0,2.65,2287,1563,15
13570789,3,1,0.877953436,0,2,2,1,1,38.91556,-77.02384,Private room in house,Private room,2,1,1,2,2,1125,2,2,1125,1125,2,1125,1,30,60,90,90,19,0,0,100,10,10,10,10,10,10,0,3,0,3,0,0.39,2199,1476,385
13572919,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.96479,-77.06857,Entire house,Entire home/apt,5,3,3,2.176091259,2,17,2,2,17,17,2,17,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1889,1028.445847,337.1802049
13574987,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92828,-77.02125,Entire apartment,Entire home/apt,4,1,2,1.949390007,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,4,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.08,2298,1573,1476
13577736,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.90299,-76.98703,Entire house,Entire home/apt,8,3,3,2.240549248,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,16,0,0,99,10,10,10,10,9,10,0,2,2,0,0,0.31,2768,1558,496
13578244,1,1,0.98,1,2,2,1,1,38.89934,-76.99902,Entire apartment,Entire home/apt,3,1.449906367,2,1.812913357,1,1125,1,2,1125,1125,1,1125,1,4,5,22,22,314,54,4,99,10,10,10,10,10,10,0,3,3,0,0,5.98,3070,1574,6
13584472,1,1,0.98,1,4,4,1,1,38.88274,-76.97818,Private room in house,Private room,2,1,1,1.77815125,1,1125,1,1,1125,1125,1,1125,1,0,0,0,145,337,39,0,94,10,10,10,10,10,10,0,3,0,3,0,6.43,1728,1572,227
13589984,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.89534,-76.9877,Entire house,Entire home/apt,4,2,2,2.243038049,4,10,4,4,10,10,4,10,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,2636,1028.445847,337.1802049
13600887,1.575428333,0.917160468,0.8,0,2,2,1,1,38.90909,-77.01906,Private room in house,Private room,1,1,1,1.86332286,4,21,4,4,21,21,4,21,1,29,59,89,179,39,3,0,99,10,10,10,10,10,10,0,2,0,2,0,0.89,1588,1321,282
13601344,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92836,-77.02705,Private room in townhouse,Private room,2,1,2,1.806179974,1,6,1,1,6,6,1,6,1,0,0,0,0,3,0,0,100,9,9,10,10,10,10,1,1,0,1,0,0.08,2309,1182,1169
13606424,2,0.9,0.72,0,1,1,1,1,38.90771,-77.02489,Entire condominium,Entire home/apt,2,1,1,2.252853031,3,60,3,3,60,60,3,60,1,19,49,79,259,15,7,1,100,10,10,10,10,10,10,0,1,1,0,0,0.41,2124,1084,7
13615838,1.575428333,0.917160468,0.76,1,5,5,1,0,38.91645,-77.04358,Entire apartment,Entire home/apt,5,2,3,2.173186268,2,1125,2,2,1125,1125,2,1125,1,0,0,0,262,56,2,0,96,10,10,10,10,10,10,0,5,5,0,0,1.08,1907,1561,257
13622959,1,1,1,1,1,1,1,0,38.88234,-76.98439,Entire apartment,Entire home/apt,3,1,2,1.806179974,2,28,1,2,1125,1125,2,1125,1,8,32,43,43,170,58,5,97,10,10,10,10,10,10,1,1,1,0,0,3.24,1710,1573,14
13623770,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90282,-76.98813,Private room in loft,Private room,2,1.449906367,1,1.602059991,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,9,0,0,88,9,9,9,10,10,9,0,1,0,1,0,0.17,1587,1561,609
13624011,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.95346,-77.0245,Private room in house,Private room,2,1,1,1.84509804,1,4,1,1,4,4,1,4,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,1.531997805,2293,1028.445847,337.1802049
13624184,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92103,-77.02943,Entire townhouse,Entire home/apt,4,2,2,2.267171728,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,44,0,0,97,10,10,10,10,10,9,0,1,1,0,0,0.89,1705,1480,1064
13636041,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.88369,-77.00399,Entire apartment,Entire home/apt,4,2,1,2.57863921,2,11,2,2,11,11,2,11,1,0,0,0,0,1,0,0,100,10,10,10,10,10,8,0,1,1,0,0,0.02,2719,1371,1371
13637287,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.94881,-77.06467,Private room in apartment,Private room,2,1,1,1.77815125,1,21,1,1,21,21,1,21,1,0,0,0,0,1,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,0.02,2068,1575,1575
13641373,1,1,1,1,0,0,1,1,38.89378,-76.99221,Entire apartment,Entire home/apt,3,1.449906367,1,1.880813592,2,1125,2,2,1125,1125,2,1125,1,3,16,27,77,32,10,1,100,10,10,10,10,10,10,1,1,1,0,0,0.77,1918,1245,26
13649140,2,1,0.87,1,4,4,1,1,38.91938,-77.04385,Private room in house,Private room,1,1,1,1.812913357,30,1124,25,30,1124,1124,29.5,1124,1,0,0,0,44,4,1,0,95,10,10,10,10,10,10,0,3,0,3,0,0.15,2714,806,158
13650050,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.95353,-77.00845,Entire apartment,Entire home/apt,2,1.449906367,1,1.698970004,2,32,2,2,32,32,2,32,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,1,0,0,1.531997805,3122,1028.445847,337.1802049
13657698,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93327,-77.0371,Shared room in apartment,Shared room,2,1,1,1.397940009,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,0,1,1.531997805,1657,1028.445847,337.1802049
13659386,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.88025,-77.00569,Entire apartment,Entire home/apt,6,2,2,1.995635195,3,7,3,3,7,7,3,7,1,0,0,0,0,1,0,0,80,8,4,8,8,8,10,1,1,1,0,0,0.02,1585,1563,1563
13660126,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90573,-77.05352,Entire apartment,Entire home/apt,5,2,2,2.041392685,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1585,1028.445847,337.1802049
13671834,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.88798,-76.92877,Private room in house,Private room,4,1,2,1.653212514,2,14,2,2,14,14,2,14,1,0,0,0,0,1,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,0.02,2418,1236,1236
13674854,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.929,-77.03089,Entire apartment,Entire home/apt,3,1,1,1.929418926,3,8,3,3,8,8,3,8,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1850,1028.445847,337.1802049
13683939,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.89977,-76.98819,Entire townhouse,Entire home/apt,8,3,3,2.276461804,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,33,0,0,99,10,9,10,10,10,10,1,1,1,0,0,0.63,1605,1573,444
13685445,1.575428333,0.917160468,1,1,1,1,1,1,38.92528,-77.04018,Entire condominium,Entire home/apt,2,1.449906367,1,1.944482672,90,1125,90,90,1125,1125,90,1125,1,0,0,0,148,105,2,0,98,10,10,10,10,10,9,0,1,1,0,0,2,3284,1572,81
13685997,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.94378,-77.01603,Entire townhouse,Entire home/apt,9,3,5,2.071882007,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,13,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.25,1583,1574,1503
13697131,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.90521,-76.99092,Entire house,Entire home/apt,7,3,3,1.812913357,2,7,2,2,7,7,2,7,1,0,0,0,0,3,0,0,100,10,10,10,10,9,10,0,1,1,0,0,0.06,1582,1572,1568
13698020,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.87829,-76.98873,Private room in house,Private room,2,1,1,1.954242509,1,20,1,1,20,20,1,20,1,0,0,0,0,20,0,0,92,10,9,9,10,9,9,0,1,0,1,0,0.38,1992,1574,1370
13707380,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93499,-77.03128,Entire condominium,Entire home/apt,4,2,2,2.301029996,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,1,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.02,2855,1538,1538
13716102,1,1,0.97,0,3,3,1,1,38.90178,-76.99959,Entire townhouse,Entire home/apt,10,3,4,2.544068044,2,1125,2,3,1125,1125,2.3,1125,1,27,50,80,80,66,5,2,92,9,9,10,9,10,9,0,3,3,0,0,1.27,2341,1562,19
13727764,1,1,0.96,1,3,3,1,1,38.9052,-76.98595,Entire apartment,Entire home/apt,5,1,1,1.949390007,1,1125,1,2,1125,1125,1,1125,1,13,13,13,13,241,50,4,95,10,10,10,10,10,10,1,2,1,1,0,6.66,1993,1085,11
13733561,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91708,-77.04315,Entire apartment,Entire home/apt,2,1,1,2.264817823,3,120,3,3,120,120,3,120,1,28,58,88,178,21,0,0,98,10,10,10,10,10,10,0,1,1,0,0,0.41,3350,1518,483
13733855,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91273,-77.04437,Entire apartment,Entire home/apt,2,1.449906367,1,2,2,4,2,2,4,4,2,4,1,0,0,0,0,1,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.02,1853,1573,1573
13734801,1,1,0.18,0,1,1,1,0,38.90844,-77.02931,Entire condominium,Entire home/apt,4,2,2,2.505149978,2,25,2,2,25,25,2,25,1,27,49,79,169,11,1,1,96,10,10,10,10,10,9,0,1,1,0,0,0.21,1846,1548,15
13744260,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.97144,-77.01545,Entire guest suite,Entire home/apt,2,1,1,1.86923172,2,14,2,2,14,14,2,14,1,0,0,0,0,93,0,0,98,10,10,10,10,10,10,0,1,1,0,0,1.77,3365,1574,749
13747502,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.95037,-77.02848,Entire house,Entire home/apt,13,6,7,2.544068044,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,3280,1028.445847,337.1802049
13748008,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.91405,-77.04155,Entire apartment,Entire home/apt,4,1,2,2.079181246,1,1125,1,2,1125,1125,1,1125,1,5,35,62,336,102,12,1,97,10,10,10,10,10,10,0,1,1,0,0,1.95,1237,1572,11
13750449,1.575428333,0.917160468,0,0,1,1,1,0,38.92044,-77.01475,Entire apartment,Entire home/apt,2,1,1,2.176091259,2,7,2,2,7,7,2,7,1,29,59,89,89,6,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.12,2432,1495,1284
13752805,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90985,-77.01191,Private room in townhouse,Private room,2,1,1,1.770852012,2,5,2,2,5,5,2,5,1,0,0,0,0,3,0,0,93,10,8,10,9,9,9,1,1,0,1,0,0.06,1877,1573,1565
13764058,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91898,-77.03331,Entire townhouse,Entire home/apt,2,1,1,2.06069784,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,20,0,0,97,10,10,10,10,10,10,1,1,1,0,0,0.38,2370,1572,1294
13769503,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.87628,-77.01527,Entire condominium,Entire home/apt,4,1,2,2.1430148,3,30,3,3,30,30,3,30,1,0,0,0,0,3,0,0,93,10,9,9,9,9,9,0,1,1,0,0,0.06,2139,1563,1476
13779343,1,1,1,1,1,1,1,1,38.88603,-76.99845,Entire apartment,Entire home/apt,4,1,2,2,1,6,1,2,6,6,1,6,1,0,0,16,16,259,54,6,95,10,9,10,10,10,10,1,1,1,0,0,5.04,1650,1541,13
13785774,1.575428333,0.917160468,0.877953436,0,1,1,0,0,38.90268,-77.00249,Private room in house,Private room,2,1,1,2.322219295,2,5,2,2,5,5,2,5,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,0,1,0,1.531997805,1577,1028.445847,337.1802049
13802298,1.575428333,0.917160468,0.877953436,0,0,0,1,1,38.94083,-76.97624,Private room in house,Private room,2,1,1,1.653212514,50,63,50,50,1125,1125,50,1125,1,0,0,0,0,15,0,0,97,10,10,10,10,9,10,0,1,0,1,0,0.29,2021,1568,437
13802779,2,1,0.94,1,1,1,1,1,38.89353,-76.99784,Entire guest suite,Entire home/apt,4,1,1,2.086359831,2,29,2,2,29,29,2,29,1,9,33,61,147,281,29,2,99,10,9,10,10,10,10,0,1,1,0,0,5.62,1718,1499,12
13809783,1,1,0.97,0,7,7,1,1,38.87856,-77.00041,Private room in townhouse,Private room,1,1,1,2.243038049,3,1125,3,3,1125,1125,3,1125,1,29,59,89,364,27,3,0,100,10,10,10,10,10,10,0,2,0,2,0,0.56,1610,1455,238
13812748,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90372,-77.01893,Private room in apartment,Private room,2,1,1,1.799340549,1,30,1,1,30,30,1,30,1,0,0,0,0,19,0,0,94,10,9,10,10,10,9,0,1,0,1,0,0.36,2277,1562,1258
13813851,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.9236,-77.02523,Entire condominium,Entire home/apt,3,1,1,1.903089987,1,6,1,2,6,6,1,6,1,0,0,0,0,2,0,0,80,9,8,10,10,10,8,1,1,1,0,0,0.04,1575,1570,1504
13825357,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.94319,-77.02702,Entire apartment,Entire home/apt,2,1,1,1.954242509,2,7,2,2,7,7,2,7,1,0,0,0,0,9,0,0,98,10,10,10,10,9,10,0,1,1,0,0,0.18,1587,1531,1370
13844032,1,1,1,0,1,1,1,1,38.90452,-77.02719,Entire condominium,Entire home/apt,2,1,1,2.161368002,3,90,3,3,90,90,3,90,1,0,0,0,0,76,0,0,97,10,10,10,10,10,10,1,1,1,0,0,1.45,3049,1568,857
13845151,1,1,1,1,2,2,1,1,38.90948,-77.00403,Private room in apartment,Private room,1,1,1,1.982271233,1,60,1,1,1125,1125,1,1125,1,23,53,83,83,304,4,1,99,10,10,10,10,10,10,1,2,1,1,0,5.89,1573,1547,30
13853404,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.91352,-77.03764,Entire condominium,Entire home/apt,2,1,1,2.096910013,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1572,1028.445847,337.1802049
13857349,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.88133,-77.01213,Entire apartment,Entire home/apt,2,1.449906367,1,2,1,5,1,2,5,5,1.3,5,1,0,0,0,0,4,0,0,87,9,9,7,8,9,9,0,1,1,0,0,0.08,1902,1566,1371
13865394,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91095,-77.03145,Entire apartment,Entire home/apt,4,2,2,2.62838893,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1572,1028.445847,337.1802049
