id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_days(how many days since home is as airbnb),first_reviewed(how many days between first review to last scraped date),last_reviewed(how many days between last review to last scraped date)
13866423,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92572,-77.0434,Entire apartment,Entire home/apt,3,1.449906367,1,2.397940009,3,5,3,3,5,5,3,5,1,0,0,0,0,1,0,0,100,10,10,10,10,10,10,1,1,1,0,0,0.02,2393,1539,1539
13878076,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.93627,-77.06009,Shared room in apartment,Shared room,2,1,1,1.698970004,1,2,1,1,2,2,1,2,1,0,0,0,0,4,0,0,100,10,10,10,10,10,10,0,2,1,0,1,0.08,3083,1509,1075
13884285,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.93245,-76.9598,Entire apartment,Entire home/apt,2,1.449906367,1,1.903089987,2,14,2,2,14,14,2,14,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,1,0,0,1.531997805,1571,1028.445847,337.1802049
13894976,2,1,0.9,1,2,2,1,0,38.88628,-76.99586,Entire townhouse,Entire home/apt,6,3,3,2.574031268,3,1125,3,3,1125,1125,3,1125,1,21,43,58,318,9,2,0,100,10,10,10,10,10,10,0,1,1,0,0,0.19,1572,1440,55
13909352,2,1,0.17,0,0,0,1,0,38.90302,-76.94311,Private room in house,Private room,2,1,0,1.431363764,1,1125,1,1,1125,1125,1,1125,1,30,60,90,365,3,0,0,73,7,9,7,7,10,10,0,2,0,2,0,0.07,3215,1371,1107
13913133,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90659,-77.08294,Private room in house,Private room,2,1,1,1.602059991,91,1125,91,91,1125,1125,91,1125,1,29,59,89,364,6,0,0,56,6,4,8,9,8,7,0,1,0,1,0,0.12,1703,1532,1517
13913413,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93018,-77.02491,Private room in house,Private room,1,1,1,1.477121255,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,80,4,8,10,10,6,6,0,1,0,1,0,0.02,2287,1547,1547
13926632,1,1,0.96,0,6,6,1,1,38.91118,-77.05458,Private room in bed and breakfast,Private room,3,1,1,2.053078443,1,1125,1,1,1125,1125,1,1125,1,28,58,88,88,118,5,0,95,9,9,10,10,10,9,1,5,2,3,0,2.26,2673,1562,45
13941732,1.575428333,0.917160468,0,0,1,1,1,1,38.90451,-77.00025,Entire apartment,Entire home/apt,4,1,2,2.214843848,3,29,3,3,29,29,3,29,1,0,0,0,0,25,1,0,99,10,10,10,10,10,10,0,1,1,0,0,0.5,2061,1493,356
13953269,1,1,0.99,1,4,4,1,1,38.88972,-76.99549,Entire apartment,Entire home/apt,4,1,1,2.161368002,3,1125,3,3,1125,1125,3,1125,1,12,39,62,337,66,15,2,97,10,10,10,10,10,10,1,3,3,0,0,1.32,1819,1499,6
13959404,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91226,-77.04181,Entire apartment,Entire home/apt,2,1,1,2,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,1,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,0.02,1566,1557,1557
13961253,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90999,-77.03144,Private room in apartment,Private room,2,1,1,2.602059991,1,3,1,1,3,3,1,3,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,1.531997805,1622,1028.445847,337.1802049
13962273,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.90293,-76.98355,Entire apartment,Entire home/apt,3,1,1,2,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,2629,1028.445847,337.1802049
13979095,1.575428333,0.917160468,0,0,1,1,1,1,38.95995,-77.03486,Entire condominium,Entire home/apt,1,1,1,1.84509804,1,5,1,2,5,5,1,5,1,0,0,0,0,10,0,0,100,10,9,10,10,9,10,1,1,1,0,0,0.19,1904,1560,853
13982151,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.91225,-77.02343,Private room in house,Private room,2,1,1,2,2,1125,2,2,1125,1125,2,1125,1,29,59,89,364,4,0,0,100,10,10,10,10,10,10,0,2,0,2,0,0.16,2318,753,680
13992113,1.575428333,0.917160468,1,1,1,1,1,1,38.93687,-77.02914,Entire guest suite,Entire home/apt,4,1,1,1.755874856,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,71,3,0,92,10,10,10,10,10,10,0,1,1,0,0,1.55,2298,1371,333
14023151,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.93368,-77.02544,Private room in apartment,Private room,2,1,1,1.812913357,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,26,0,0,93,10,9,10,10,9,9,0,1,0,1,0,0.5,2292,1551,1378
14037354,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90163,-76.9937,Entire house,Entire home/apt,4,1,2,2.475671188,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,1,0,0,1.531997805,1561,1028.445847,337.1802049
14057753,3,0.8,0.83,0,2,2,1,1,38.93651,-77.02745,Entire house,Entire home/apt,10,4,5,2.553883027,2,30,2,2,30,30,2,30,1,2,2,16,282,96,12,1,95,10,9,10,10,10,9,0,2,2,0,0,1.89,1934,1524,27
14059157,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92625,-77.05469,Entire apartment,Entire home/apt,2,1.449906367,1,2.079181246,2,5,2,2,5,5,2,5,1,0,0,0,0,17,0,0,99,10,10,10,10,10,10,0,1,1,0,0,0.34,2236,1491,1021
14073712,3,1,0.25,0,1,1,1,1,38.93136,-77.0446,Entire apartment,Entire home/apt,3,1,1,2.041392685,2,5,2,2,5,5,2,5,1,28,58,88,88,8,1,1,98,10,10,10,10,10,10,0,1,1,0,0,0.16,3272,1546,20
14073773,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.9213,-77.01334,Private room in apartment,Private room,2,1,1,1.51851394,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,4,0,0,87,9,9,9,9,9,9,1,1,0,1,0,0.08,1676,1548,1536
14086586,2,0.89,0.87,1,1,1,1,1,38.93284,-77.04667,Entire apartment,Entire home/apt,3,1,1,1.963787827,2,1125,2,2,1125,1125,2,1125,1,22,52,82,172,180,21,3,99,10,10,10,10,10,10,0,1,1,0,0,4.07,2757,1325,6
14094345,1.575428333,0.917160468,0.91,1,2,2,1,0,38.90561,-76.94462,Entire house,Entire home/apt,9,3,6,2.322219295,2,11,2,2,11,11,2,11,1,0,0,0,0,9,0,0,96,10,10,10,10,9,10,1,2,2,0,0,0.18,1612,1510,1215
14101888,1,1,1,1,1,1,1,1,38.95444,-77.03352,Entire guesthouse,Entire home/apt,2,1,1,1.939519253,1,14,1,2,1125,1125,1,1125,1,0,11,38,76,219,21,0,98,10,10,10,10,10,10,1,1,1,0,0,4.27,2466,1537,47
14102863,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91483,-77.04566,Shared room in apartment,Shared room,1,1,1,1.602059991,2,30,2,2,30,30,2,30,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,2,0,1,1,1.531997805,1780,1028.445847,337.1802049
14108883,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.88533,-77.00142,Entire condominium,Entire home/apt,4,1,2,2.653212514,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,6,0,0,93,10,9,9,9,9,9,1,1,1,0,0,0.12,1571,1546,1379
14117917,1,0.99,0.98,1,60,60,1,1,38.9248,-77.04301,Entire apartment,Entire home/apt,4,1,2,2.267171728,2,89,2,4,89,89,2.3,89,1,0,0,21,111,90,5,0,94,10,10,10,10,10,9,0,50,50,0,0,1.75,1836,1540,115
14123351,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.91348,-77.02906,Entire apartment,Entire home/apt,2,1,1,2.271841607,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,9,0,0,100,10,9,10,10,10,10,0,1,1,0,0,0.2,1556,1364,922
14138644,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90703,-76.98811,Entire apartment,Entire home/apt,2,1,1,2.096910013,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1926,1028.445847,337.1802049
14147697,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93013,-77.03546,Entire condominium,Entire home/apt,2,1.449906367,1,1.929418926,3,1124,2,3,1125,1125,2.9,1125,1,0,0,0,0,15,0,0,96,10,10,10,10,10,9,0,1,1,0,0,0.29,1554,1548,432
14148096,1.575428333,0.917160468,0.5,1,4,4,1,1,38.90283,-77.01645,Entire townhouse,Entire home/apt,5,1,1,1.875061263,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,2,0,0,100,10,10,10,10,10,10,1,2,2,0,0,0.05,3921,1254,1157
14167667,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.90399,-76.97229,Entire apartment,Entire home/apt,3,1,1,1.954242509,1,3,1,2,3,3,1,3,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1553,1028.445847,337.1802049
14167983,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.89334,-76.98983,Entire apartment,Entire home/apt,2,1.449906367,1,1.959041392,2,14,2,2,14,14,2,14,1,0,0,0,0,103,0,0,99,10,10,10,10,10,10,0,1,1,0,0,2,1921,1541,749
14184210,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90973,-77.02941,Entire apartment,Entire home/apt,3,1,2,2.096910013,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,2,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.04,3741,1482,1274
14184377,1,1,1,1,2,2,1,1,38.89261,-76.99793,Entire house,Entire home/apt,4,1,2,2.064457989,1,1125,1,2,1125,1125,1.4,1125,1,0,0,18,291,361,27,0,97,10,9,10,10,10,10,1,2,2,0,0,7.85,1552,1378,231
14201057,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.92253,-77.07445,Entire apartment,Entire home/apt,2,1,1,1.977723605,3,21,3,3,1125,1125,3,1125,1,0,0,21,21,32,0,0,95,10,10,10,10,10,10,0,1,1,0,0,0.63,2338,1511,511
14202103,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.8641,-76.98072,Private room in house,Private room,2,1,1,1.875061263,1,12,1,1,12,12,1,12,1,29,59,89,179,32,0,0,95,10,9,10,10,9,9,0,1,0,1,0,0.62,1776,1536,378
14202985,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.9302,-77.03938,Private room in apartment,Private room,1,1,1,1.477121255,14,31,14,14,31,31,14,31,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,1.531997805,2063,1028.445847,337.1802049
14213012,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.93874,-77.03291,Entire house,Entire home/apt,6,3,4,2.096910013,2,24,2,2,24,24,2,24,1,0,0,0,0,4,0,0,95,10,8,10,10,10,9,0,1,1,0,0,0.1,3260,1211,1077
14233774,2,1,0.96,1,2,2,1,0,38.93555,-77.02653,Entire apartment,Entire home/apt,4,1,1,2,2,90,2,3,1125,1125,2.2,1125,1,0,0,10,100,299,32,0,97,10,10,10,10,10,10,1,2,2,0,0,6.17,1671,1453,55
14236545,1.575428333,0.917160468,0.877953436,0,3,3,1,1,38.89727,-76.99952,Private room in townhouse,Private room,3,1,1,1.77815125,1,90,1,1,1125,1125,1,1125,1,0,0,0,0,158,0,0,88,9,8,9,8,10,8,1,3,0,3,0,3.12,1978,1518,398
14236814,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91522,-77.03883,Entire apartment,Entire home/apt,3,1.449906367,1.796050776,2,1,4,1,2,4,4,1,4,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,2002,1028.445847,337.1802049
14236884,1.575428333,0.917160468,0.877953436,0,3,3,1,1,38.89711,-76.99929,Private room in townhouse,Private room,2,1,2,1.77815125,1,90,1,8,1125,1125,2.3,1125,1,0,0,0,0,151,0,0,88,9,8,9,8,10,9,1,3,0,3,0,2.93,1978,1544,435
14239874,1.575428333,0.917160468,0.86,1,1,1,1,0,38.89482,-76.92148,Entire house,Entire home/apt,6,2,3,1.929418926,2,1125,2,2,1125,1125,2,1125,1,0,0,0,265,208,5,0,92,9,10,10,10,9,9,0,1,1,0,0,4.08,1548,1528,272
14247414,1.575428333,0.917160468,0.877953436,0,4,4,1,1,38.90785,-77.02971,Private room in house,Private room,2,1,1,1.77815125,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,14,0,0,96,10,10,10,10,10,10,0,3,1,2,0,0.31,2346,1372,1056
14263593,1.575428333,0.917160468,0.63,0,1,1,1,1,38.9205,-76.98817,Entire apartment,Entire home/apt,2,1.449906367,1,1.84509804,5,200,5,5,200,200,5,200,1,0,0,21,296,23,2,0,95,10,9,10,10,9,10,0,1,1,0,0,0.49,3085,1414,237
14264684,2,1,0.43,0,1,1,1,0,38.91554,-77.01125,Entire apartment,Entire home/apt,4,1,2,2.176091259,29,1125,29,29,1125,1125,29,1125,1,0,3,33,213,22,3,0,95,10,10,10,10,10,10,0,1,1,0,0,0.52,1547,1266,194
14267256,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90028,-76.97633,Private room in house,Private room,2,1,2,2.033423755,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,12,0,0,96,10,9,10,10,9,10,0,1,0,1,0,0.25,2357,1420,1188
14269695,2,1,0.877953436,0,2,2,1,1,38.88378,-77.00645,Private room in townhouse,Private room,2,1,1,2.469822016,3,180,3,3,180,180,3,180,1,29,59,89,364,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,2,1,1,0,1.531997805,2272,1028.445847,337.1802049
14283363,1,1,1,1,2,2,1,1,38.90182,-76.99483,Entire house,Entire home/apt,16,6,6,2.495544338,2,1125,2,2,1125,1125,2,1125,1,0,0,1,5,193,20,0,98,10,10,10,10,10,10,1,2,2,0,0,3.86,1557,1500,125
14296429,1,0.9,0.99,0,4,4,1,0,38.92304,-77.04637,Private room in townhouse,Private room,1,1,1,1.653212514,2,1125,2,2,1125,1125,2,1125,1,0,0,7,272,94,9,0,94,9,10,10,10,10,9,0,4,1,3,0,1.86,1975,1514,206
14297981,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.9544,-77.02009,Private room in house,Private room,2,1,1,2.477121255,1,1125,1,1,1125,1125,1,1125,1,23,53,83,83,1,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,0.02,1545,1439,1439
14299799,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.96412,-77.00181,Private room in house,Private room,2,1,1,1.477121255,7,31,7,7,1125,1125,7,1125,1,0,0,0,0,11,0,0,100,10,10,10,10,9,10,1,1,0,1,0,0.39,3081,842,773
14309202,3,0.86,0.91,1,8,8,1,1,38.91963,-77.02885,Private room in townhouse,Private room,2,1,1,1.653212514,1,29,1,1,29,29,1,29,1,0,0,0,0,377,33,0,98,10,10,10,10,10,10,0,6,2,4,0,7.33,1837,1542,224
14312770,1.575428333,0.917160468,0.5,1,1,1,1,1,38.91306,-77.01444,Entire house,Entire home/apt,4,2,2,2.176091259,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,39,1,0,100,10,10,10,10,10,10,0,1,1,0,0,0.77,1696,1525,275
14313672,4,0,0.877953436,0,5,5,1,1,38.95559,-77.01546,Private room in apartment,Private room,1,1,1,1.740362689,2,31,2,2,31,31,2,31,1,28,58,88,88,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,5,2,3,0,1.531997805,1590,1028.445847,337.1802049
14317454,1.575428333,0.917160468,0.33,0,1,1,1,1,38.93396,-77.10075,Entire house,Entire home/apt,8,5,5,2.698970004,2,14,2,2,14,14,2,14,1,0,0,0,0,41,1,0,99,10,10,10,10,10,10,0,1,1,0,0,0.8,2042,1533,329
14317852,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.84853,-77.00384,Entire condominium,Entire home/apt,2,1,1,2,1,14,1,2,14,14,1,14,1,0,0,0,0,29,0,0,98,10,10,10,10,8,10,0,1,1,0,0,0.57,1562,1537,944
14319360,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.92821,-77.02881,Entire apartment,Entire home/apt,4,1,2,1.954242509,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,5,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.1,1900,1462,1208
14322493,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93255,-77.02981,Entire apartment,Entire home/apt,3,1,1,1.84509804,1,1125,2,2,1125,1125,2,1125,1,0,0,0,0,162,0,0,92,9,8,10,10,10,9,0,1,1,0,0,3.38,1791,1435,486
14331755,2,0.8,0.94,0,2,2,1,1,38.89048,-76.9848,Entire apartment,Entire home/apt,5,1,4,2.340444115,3,1125,3,3,1125,1125,3,1125,1,22,52,82,357,13,1,0,96,10,10,10,9,10,9,1,2,2,0,0,0.25,1543,1537,362
14333797,2,0.8,0.94,0,2,2,1,1,38.89209,-76.98517,Entire apartment,Entire home/apt,5,1,3,2.298853076,4,1125,4,4,1125,1125,4,1125,1,30,56,82,357,27,1,0,96,10,10,10,9,10,9,1,2,2,0,0,0.54,1543,1502,364
14336449,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.94803,-77.02097,Entire guest suite,Entire home/apt,2,1,0,1.748188027,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,53,0,0,99,10,10,10,10,10,10,0,1,1,0,0,1.04,1955,1531,642
14341370,2,1,0.93,1,2,2,1,0,38.91441,-77.02401,Entire apartment,Entire home/apt,2,1,1,2.190331698,3,60,3,3,60,60,3,60,1,0,3,29,119,176,8,0,100,10,10,10,10,10,10,0,2,2,0,0,3.43,1595,1539,226
14344117,4,0,0.877953436,0,5,5,1,1,38.9537,-77.01638,Private room in house,Private room,2,1,0,1.949390007,4,27,4,4,27,27,4,27,1,27,57,87,87,1,0,0,80,6,6,8,10,6,8,0,5,2,3,0,0.02,1590,1505,1505
14345834,1,0.89,0.95,0,5,5,1,1,38.91318,-77.00931,Private room in house,Private room,1,1,0,1.544068044,30,365,30,30,1125,1125,30,1125,1,30,60,90,90,173,13,0,83,8,8,9,9,9,8,1,4,1,3,0,3.37,1547,1538,238
14353375,1,1,1,0,4,4,1,1,38.92295,-77.04579,Entire apartment,Entire home/apt,2,1.449906367,1,1.968482949,2,1124,1,2,1125,1125,1.9,1125,1,27,56,84,264,368,58,7,95,9,10,10,10,10,9,1,4,4,0,0,7.39,1542,1492,13
14357248,1,1,1,1,1,1,1,1,38.90429,-76.99666,Entire apartment,Entire home/apt,3,1,2,2.146128036,3,1125,3,3,1125,1125,3,1125,1,13,37,62,151,106,11,1,99,10,10,10,10,10,10,1,1,1,0,0,2.12,2880,1496,19
14358995,2,1,0.75,0,2,2,1,1,38.92439,-77.02863,Entire apartment,Entire home/apt,3,1,2,2.041392685,30,1125,30,30,1125,1125,30,1125,1,29,59,89,179,21,0,0,96,10,10,10,10,10,9,0,2,2,0,0,0.42,1981,1496,691
14360124,2,1,0.75,0,2,2,1,1,38.92509,-77.02912,Entire house,Entire home/apt,12,6,7,2.475671188,21,1125,21,21,1125,1125,21,1125,1,28,58,88,178,17,0,0,100,10,10,10,10,10,10,0,2,2,0,0,0.34,1981,1501,1260
14361406,2,1,0,0,4,4,1,0,38.96532,-77.03056,Private room in house,Private room,1,1,1,1.602059991,3,1125,2,3,1125,1125,2.3,1125,1,0,0,0,63,5,0,0,96,9,9,10,10,9,10,0,4,3,1,0,0.1,2803,1532,1216
14368568,1.575428333,0.917160468,0.73,1,3,3,1,1,38.92566,-77.06724,Private room in house,Private room,2,1,1,2.255272505,1,10,1,1,10,10,1,10,1,29,59,89,364,123,8,0,99,10,10,10,10,10,10,0,3,0,3,0,2.44,2227,1509,224
14395461,1.575428333,0.917160468,1,0,1,1,1,1,38.91447,-77.01923,Entire apartment,Entire home/apt,6,1,2,2,2,14,2,2,1125,1125,2,1125,1,0,0,0,0,103,8,0,96,10,10,10,10,10,10,1,1,1,0,0,2.02,2305,1525,221
14396529,1.575428333,0.917160468,0.25,0,2,2,1,1,38.95544,-77.00708,Entire guest suite,Entire home/apt,3,1,1,1.851258349,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,14,1,0,97,10,10,10,10,10,10,0,2,2,0,0,0.28,2241,1520,364
14404658,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91176,-77.02859,Entire house,Entire home/apt,7,4,5,2.602059991,2,9,2,2,9,9,2,9,1,0,0,0,0,9,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.18,1551,1490,1259
14405694,3,1,0,0,1,1,1,1,38.89665,-77.00284,Entire apartment,Entire home/apt,4,1,2,2.086359831,2,1125,2,3,1125,1125,2.3,1125,1,0,0,0,22,35,0,0,96,10,10,10,10,10,10,0,1,1,0,0,0.71,1552,1477,1029
14406086,1,0.89,1,0,2,2,1,1,38.90213,-77.05168,Entire townhouse,Entire home/apt,3,2,2,2.290034611,3,1125,3,3,1125,1125,3,1125,1,2,26,52,311,171,17,0,96,9,9,10,10,10,9,0,1,1,0,0,3.38,3143,1518,63
14407693,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.92037,-77.03368,Private room in townhouse,Private room,2,1,1,1.86923172,1,7,1,1,7,7,1,7,1,0,0,0,0,3,0,0,100,10,9,10,10,10,10,1,2,1,1,0,0.06,1612,1441,1357
14415143,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.95675,-77.01529,Entire apartment,Entire home/apt,3,1,2,1.812913357,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,1,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,0.02,2320,1506,1506
14421376,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.90484,-77.02552,Private room in apartment,Private room,2,1,1,2,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2,0,0,100,10,10,10,10,10,10,0,1,0,1,0,0.04,2323,1497,1091
14426673,1,1,0.92,0,10,10,1,0,38.91018,-77.01611,Entire townhouse,Entire home/apt,10,4,4,2.611723308,3,1125,3,4,1125,1125,3.1,1125,1,30,60,90,270,33,2,0,96,10,10,10,10,9,10,0,10,10,0,0,0.66,2974,1499,47
14426998,1,1,0.92,0,10,10,1,0,38.90927,-77.0165,Entire townhouse,Entire home/apt,12,4,4,2.668385917,3,1125,3,4,1125,1125,3.1,1125,1,30,56,86,266,27,3,1,98,10,10,10,10,9,10,0,10,10,0,0,0.55,2974,1475,20
14430336,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.91618,-77.01085,Private room in house,Private room,2,1,1,1.770852012,1,7,1,1,7,7,1,7,1,0,0,0,0,23,0,0,90,10,9,10,10,9,9,0,1,0,1,0,0.46,1645,1509,1201
14444701,3,0.8,0.69,0,3,3,1,1,38.92223,-77.0115,Entire apartment,Entire home/apt,6,2,3,2.11058971,2,100,2,2,100,100,2,100,1,0,19,42,317,15,8,0,99,10,10,10,10,10,10,0,3,3,0,0,0.3,1537,1518,180
14446252,3,0.7,0.27,0,1,1,1,1,38.92748,-76.99324,Entire apartment,Entire home/apt,2,1,1,1.84509804,14,1125,14,14,1125,1125,14,1125,1,22,22,47,322,23,0,0,96,10,10,10,10,10,10,0,1,1,0,0,0.46,3044,1502,371
14447623,1,1,1,0,1,1,1,1,38.89341,-76.99327,Entire house,Entire home/apt,4,1.449906367,4,2.276461804,3,30,3,3,1125,1125,3,1125,1,0,0,0,0,11,2,0,100,10,10,10,10,10,10,1,1,1,0,0,0.26,1537,1258,55
14469294,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.88999,-76.99565,Entire apartment,Entire home/apt,4,1,1,1.903089987,2,26,2,2,26,26,2,26,1,0,0,0,0,1,0,0,100,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,0.02,1536,1509,1509
14472528,3,0.95,0.98,0,1,1,1,1,38.95703,-77.02866,Entire house,Entire home/apt,12,5,7,2.40654018,2,1125,1,2,1125,1125,2,1125,1,22,42,64,73,76,20,1,95,10,9,10,10,10,9,0,1,1,0,0,1.51,1536,1508,19
14472622,3,0.5,0,0,1,1,1,1,38.89059,-76.95053,Private room in townhouse,Private room,2,1,2,1.740362689,30,1125,30,30,1125,1125,30,1125,1,0,0,21,296,70,1,0,94,10,10,10,10,9,10,0,1,0,1,0,1.4,2504,1497,360
14483603,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90355,-77.00836,Entire apartment,Entire home/apt,3,1,1,2.136720567,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,6,0,0,90,10,8,10,10,10,10,1,1,1,0,0,0.12,2483,1532,1501
14487218,1,0.94,0.99,0,1,1,1,1,38.90307,-77.00034,Entire house,Entire home/apt,6,2,2,2.123851641,3,1125,3,3,1125,1125,3,1125,1,20,27,41,307,127,28,1,93,10,10,9,9,10,9,0,2,2,0,0,2.57,1536,1484,27
14501592,1,1,1,0,2,2,1,1,38.9197,-77.00973,Entire guest suite,Entire home/apt,6,2,3,2.075546961,2,400,2,2,1125,1125,2,1125,1,25,55,71,317,298,44,3,97,10,9,10,10,9,9,1,1,1,0,0,5.87,1537,1522,13
14506047,2,1,0.78,1,1,1,1,1,38.88544,-76.94555,Entire house,Entire home/apt,7,4,5,2.305351369,2,365,2,2,365,365,2,365,1,0,0,0,223,88,10,0,94,10,10,10,10,9,10,0,1,1,0,0,2,1535,1316,41
14520972,1,1,1,1,5,5,1,1,38.90446,-77.02751,Private room in guesthouse,Private room,1,1,1,1.995635195,2,365,2,2,365,365,2,365,1,30,60,90,270,49,4,0,93,10,9,10,10,10,10,1,7,0,7,0,1.02,2633,1441,54
14521243,1,0.89,0.95,0,5,5,1,1,38.91385,-77.00968,Private room in house,Private room,1,1,1,1.602059991,30,365,30,30,1125,1125,30,1125,1,30,60,90,365,155,4,0,86,9,8,9,9,9,8,1,4,1,3,0,3.05,1547,1525,278
